epoch, batch, loss, loss_e, e_mae, e/N_mae
    4,   175,         0.003332,         0.003332,            1.518,         0.047438
    4,   176,         0.001799,         0.001799,           1.1733,         0.036667
    4,   177,        0.0022475,        0.0022475,           1.3287,         0.041522
    4,   178,       0.00073039,       0.00073039,          0.78974,         0.024679
    4,   179,        0.0075944,        0.0075944,           2.3351,         0.072973
    4,   180,        0.0057841,        0.0057841,            2.263,         0.070718
    4,   181,        0.0068687,        0.0068687,           1.7896,         0.055926
    4,   182,         0.004243,         0.004243,           1.5325,         0.047891
    4,   183,        0.0047828,        0.0047828,           1.8305,         0.057204
    4,   184,           1327.5,           1327.5,           583.47,           18.233
    4,   185,         0.001829,         0.001829,           1.0903,         0.034071
    4,   186,        0.0069201,        0.0069201,           2.2836,         0.071364
    4,   187,         0.034013,         0.034013,           5.8341,          0.18232
    4,   188,           0.0721,           0.0721,           8.4763,          0.26489
    4,   189,         0.027883,         0.027883,           3.3558,          0.10487
    4,   190,         0.028805,         0.028805,           4.0784,          0.12745
    4,   191,         0.018003,         0.018003,           3.8264,          0.11957
    4,   192,         0.057825,         0.057825,           6.6656,           0.2083
    4,   193,         0.027311,         0.027311,           4.3699,          0.13656
    4,   194,         0.096719,         0.096719,           6.8257,           0.2133
    4,   195,          0.08731,          0.08731,           6.5271,          0.20397
    4,   196,         0.060881,         0.060881,           6.5474,           0.2046
    4,   197,         0.052355,         0.052355,           6.9257,          0.21643
    4,   198,         0.016492,         0.016492,           3.8248,          0.11952
    4,   199,           0.0937,           0.0937,           8.6424,          0.27007
    4,   200,         0.046114,         0.046114,           6.2615,          0.19567
    4,   201,         0.068149,         0.068149,           7.4774,          0.23367
    4,   202,         0.039603,         0.039603,           6.1826,          0.19321
    4,   203,         0.090054,         0.090054,           9.6023,          0.30007
    5,     1,         0.027191,         0.027191,           5.2669,          0.16459
    5,     2,         0.065062,         0.065062,           5.4416,          0.17005
    5,     3,         0.023818,         0.023818,           4.8156,          0.15049
    5,     4,         0.079975,         0.079975,           9.0166,          0.28177
    5,     5,         0.047083,         0.047083,           5.4386,          0.16996
    5,     6,         0.028495,         0.028495,           4.7174,          0.14742
    5,     7,         0.044931,         0.044931,           5.4826,          0.17133
    5,     8,          0.10018,          0.10018,           8.1041,          0.25325
    5,     9,         0.024779,         0.024779,           4.5396,          0.14186
    5,    10,         0.067469,         0.067469,           5.9399,          0.18562
    5,    11,          0.01607,          0.01607,           3.4607,          0.10815
    5,    12,          0.11353,          0.11353,           10.547,           0.3296
    5,    13,         0.029869,         0.029869,           5.0763,          0.15863
    5,    14,        0.0080603,        0.0080603,           2.4917,         0.077864
    5,    15,         0.047774,         0.047774,           6.1707,          0.19283
    5,    16,         0.026811,         0.026811,           3.9834,          0.12448
    5,    17,         0.020841,         0.020841,           3.9814,          0.12442
    5,    18,         0.059337,         0.059337,           5.5476,          0.17336
    5,    19,         0.067841,         0.067841,           7.1549,          0.22359
    5,    20,          0.09302,          0.09302,           8.0809,          0.25253
    5,    21,        0.0098954,        0.0098954,           2.6755,         0.083609
    5,    22,         0.055076,         0.055076,           6.9467,          0.21708
    5,    23,         0.048992,         0.048992,           6.2271,           0.1946
    5,    24,         0.063056,         0.063056,           6.7758,          0.21174
    5,    25,          0.07359,          0.07359,           8.6585,          0.27058
    5,    26,         0.054561,         0.054561,           6.4509,          0.20159
    5,    27,         0.031452,         0.031452,           4.9694,          0.15529
    5,    28,         0.056276,         0.056276,           5.7135,          0.17855
    5,    29,         0.025299,         0.025299,            3.912,          0.12225
    5,    30,         0.061113,         0.061113,           6.8939,          0.21543
    5,    31,         0.046731,         0.046731,            5.994,          0.18731
    5,    32,         0.055148,         0.055148,           6.2674,          0.19586
    5,    33,         0.014754,         0.014754,           3.5595,          0.11123
    5,    34,         0.024669,         0.024669,           4.0276,          0.12586
    5,    35,         0.031318,         0.031318,           5.2927,           0.1654
    5,    36,         0.055424,         0.055424,           6.6041,          0.20638
    5,    37,          0.12147,          0.12147,           8.5824,           0.2682
    5,    38,         0.024038,         0.024038,           4.1205,          0.12876
    5,    39,         0.075104,         0.075104,           8.7668,          0.27396
    5,    40,         0.069229,         0.069229,           8.1797,          0.25562
    5,    41,         0.052578,         0.052578,           6.5697,           0.2053
    5,    42,         0.036235,         0.036235,           5.1914,          0.16223
    5,    43,         0.069325,         0.069325,           6.8346,          0.21358
    5,    44,          0.11878,          0.11878,           8.5925,          0.26851
    5,    45,         0.056007,         0.056007,           7.4533,          0.23292
    5,    46,         0.079373,         0.079373,           8.4224,           0.2632
    5,    47,         0.050731,         0.050731,           6.8167,          0.21302
    5,    48,         0.037335,         0.037335,            5.953,          0.18603
    5,    49,         0.064478,         0.064478,           8.0671,           0.2521
    5,    50,         0.046405,         0.046405,           6.2026,          0.19383
    5,    51,         0.026035,         0.026035,           4.8484,          0.15151
    5,    52,         0.046148,         0.046148,           5.2285,          0.16339
    5,    53,         0.045079,         0.045079,           6.0226,           0.1882
    5,    54,         0.024786,         0.024786,           4.1641,          0.13013
    5,    55,          0.11016,          0.11016,           9.8459,          0.30768
    5,    56,         0.056655,         0.056655,           7.2977,          0.22805
    5,    57,         0.038477,         0.038477,           4.7138,          0.14731
    5,    58,           0.1527,           0.1527,           10.691,          0.33409
    5,    59,          0.04792,          0.04792,           5.6846,          0.17764
    5,    60,         0.047719,         0.047719,           6.4909,          0.20284
    5,    61,         0.043706,         0.043706,           6.0144,          0.18795
    5,    62,          0.05166,          0.05166,           7.1694,          0.22404
    5,    63,         0.033752,         0.033752,           5.3785,          0.16808
    5,    64,        0.0048726,        0.0048726,           1.9565,         0.061141
    5,    65,         0.042887,         0.042887,           5.3905,          0.16845
    5,    66,           0.0493,           0.0493,           6.4469,          0.20147
    5,    67,         0.026364,         0.026364,           4.4677,          0.13961
    5,    68,         0.032297,         0.032297,           4.5949,          0.14359
    5,    69,         0.049454,         0.049454,           7.0668,          0.22084
    5,    70,         0.041426,         0.041426,            5.664,            0.177
    5,    71,         0.023088,         0.023088,           4.1661,          0.13019
    5,    72,           0.0446,           0.0446,           6.3859,          0.19956
    5,    73,           0.1288,           0.1288,           10.568,          0.33025
    5,    74,         0.076622,         0.076622,           8.7951,          0.27485
    5,    75,         0.033306,         0.033306,           4.6526,          0.14539
    5,    76,          0.11911,          0.11911,           9.4882,          0.29651
    5,    77,          0.07005,          0.07005,           7.6328,          0.23852
    5,    78,         0.066076,         0.066076,           8.1246,          0.25389
    5,    79,         0.035349,         0.035349,           5.5217,          0.17255
    5,    80,         0.013142,         0.013142,           2.6302,         0.082195
    5,    81,         0.029043,         0.029043,           4.4768,           0.1399
    5,    82,         0.054261,         0.054261,           6.4198,          0.20062
    5,    83,         0.026669,         0.026669,           4.5226,          0.14133
    5,    84,         0.059958,         0.059958,           7.1952,          0.22485
    5,    85,         0.037033,         0.037033,            5.472,            0.171
    5,    86,         0.027119,         0.027119,           4.9708,          0.15534
    5,    87,         0.062742,         0.062742,           6.9144,          0.21608
    5,    88,         0.025326,         0.025326,            4.628,          0.14462
    5,    89,         0.054166,         0.054166,           7.4314,          0.23223
    5,    90,         0.021985,         0.021985,           4.1408,           0.1294
    5,    91,          0.01864,          0.01864,           3.9669,          0.12396
    5,    92,          0.03458,          0.03458,           4.7844,          0.14951
    5,    93,         0.021289,         0.021289,            3.783,          0.11822
    5,    94,         0.021067,         0.021067,           3.8772,          0.12116
    5,    95,         0.053067,         0.053067,           6.2902,          0.19657
    5,    96,         0.037898,         0.037898,            4.778,          0.14931
    5,    97,         0.025629,         0.025629,           4.1771,          0.13053
    5,    98,         0.030665,         0.030665,           5.1945,          0.16233
    5,    99,         0.004201,         0.004201,           1.7717,         0.055366
    5,   100,         0.051951,         0.051951,           5.7851,          0.18079
    5,   101,         0.015383,         0.015383,           3.2756,          0.10236
    5,   102,          0.08828,          0.08828,           7.0687,           0.2209
    5,   103,         0.082602,         0.082602,           7.7948,          0.24359
    5,   104,         0.012981,         0.012981,           3.4958,          0.10924
    5,   105,         0.032552,         0.032552,           5.0612,          0.15816
    5,   106,         0.029317,         0.029317,           5.2196,          0.16311
    5,   107,          0.04356,          0.04356,           6.2075,          0.19399
    5,   108,         0.037747,         0.037747,           6.1496,          0.19217
    5,   109,         0.035797,         0.035797,           5.3766,          0.16802
    5,   110,           203.75,           203.75,           232.13,           7.2541
    5,   111,         0.042336,         0.042336,           6.1075,          0.19086
    5,   112,         0.021581,         0.021581,           3.6663,          0.11457
    5,   113,         0.053623,         0.053623,           7.0169,          0.21928
    5,   114,         0.015474,         0.015474,           3.1626,         0.098832
    5,   115,         0.040654,         0.040654,           5.0128,          0.15665
    5,   116,         0.014703,         0.014703,            3.587,          0.11209
    5,   117,        0.0089128,        0.0089128,           2.9533,         0.092291
    5,   118,         0.056023,         0.056023,           6.7709,          0.21159
    5,   119,         0.033133,         0.033133,           5.3861,          0.16832
    5,   120,         0.035585,         0.035585,           5.5936,           0.1748
    5,   121,         0.025398,         0.025398,           4.4761,          0.13988
    5,   122,         0.055138,         0.055138,           7.1957,          0.22486
    5,   123,         0.033033,         0.033033,           4.6906,          0.14658
    5,   124,         0.053437,         0.053437,           6.7525,          0.21102
    5,   125,         0.051261,         0.051261,            6.763,          0.21135
    5,   126,          0.06148,          0.06148,           7.5926,          0.23727
    5,   127,         0.048158,         0.048158,           6.7445,          0.21076
    5,   128,         0.039158,         0.039158,           5.4245,          0.16951
    5,   129,         0.068218,         0.068218,           5.8503,          0.18282
    5,   130,         0.049766,         0.049766,           6.4236,          0.20074
    5,   131,         0.027604,         0.027604,           5.0024,          0.15633
    5,   132,         0.033179,         0.033179,           5.3937,          0.16855
    5,   133,         0.062225,         0.062225,           7.3817,          0.23068
    5,   134,         0.030058,         0.030058,           4.5929,          0.14353
    5,   135,         0.026043,         0.026043,           4.4013,          0.13754
    5,   136,         0.037811,         0.037811,           5.8203,          0.18188
    5,   137,         0.034433,         0.034433,           5.8885,          0.18401
    5,   138,         0.029259,         0.029259,           5.3102,          0.16594
    5,   139,         0.036441,         0.036441,           5.9487,           0.1859
    5,   140,         0.029115,         0.029115,           5.3238,          0.16637
    5,   141,         0.023122,         0.023122,           4.0745,          0.12733
    5,   142,         0.030725,         0.030725,           5.4592,           0.1706
    5,   143,         0.058195,         0.058195,           6.1766,          0.19302
    5,   144,         0.013634,         0.013634,           3.2428,          0.10134
    5,   145,         0.030316,         0.030316,           5.3436,          0.16699
    5,   146,         0.030399,         0.030399,           4.1784,          0.13058
    5,   147,         0.012142,         0.012142,           2.5355,         0.079236
    5,   148,         0.015306,         0.015306,           3.1183,         0.097447
    5,   149,         0.077871,         0.077871,           7.5148,          0.23484
    5,   150,         0.021916,         0.021916,           4.3358,          0.13549
    5,   151,         0.022534,         0.022534,           4.4171,          0.13803
    5,   152,         0.015645,         0.015645,           3.6708,          0.11471
    5,   153,         0.013569,         0.013569,           3.3821,          0.10569
    5,   154,          0.02036,          0.02036,           3.8305,           0.1197
    5,   155,         0.042109,         0.042109,           6.2718,          0.19599
    5,   156,         0.008777,         0.008777,           2.9422,         0.091944
    5,   157,         0.032942,         0.032942,           5.2374,          0.16367
    5,   158,         0.024867,         0.024867,           4.9338,          0.15418
    5,   159,         0.025851,         0.025851,           4.8698,          0.15218
    5,   160,         0.011469,         0.011469,           2.7008,           0.0844
    5,   161,        0.0089794,        0.0089794,           2.2632,         0.070725
    5,   162,         0.035304,         0.035304,           5.6774,          0.17742
    5,   163,         0.020691,         0.020691,           4.5108,          0.14096
    5,   164,         0.046272,         0.046272,           6.2072,          0.19397
    5,   165,         0.012931,         0.012931,           3.4451,          0.10766
    5,   166,         0.040757,         0.040757,           6.1641,          0.19263
    5,   167,         0.014764,         0.014764,           3.6399,          0.11375
    5,   168,        0.0073713,        0.0073713,           2.0477,          0.06399
    5,   169,          0.12819,          0.12819,           10.181,          0.31815
    5,   170,         0.013769,         0.013769,           3.4698,          0.10843
    5,   171,        0.0075852,        0.0075852,             2.49,         0.077814
    5,   172,         0.015972,         0.015972,           3.7957,          0.11862
    5,   173,        0.0052952,        0.0052952,           2.0809,         0.065027
    5,   174,         0.046514,         0.046514,           5.2693,          0.16466
    5,   175,         0.018867,         0.018867,           4.3653,          0.13642
    5,   176,        0.0073559,        0.0073559,           2.1951,         0.068597
    5,   177,         0.094055,         0.094055,            8.898,          0.27806
    5,   178,        0.0069078,        0.0069078,           2.4911,         0.077846
    5,   179,         0.034244,         0.034244,           5.1974,          0.16242
    5,   180,         0.019932,         0.019932,           4.0883,          0.12776
    5,   181,         0.016164,         0.016164,           3.7478,          0.11712
    5,   182,        0.0049916,        0.0049916,           2.0597,         0.064366
    5,   183,         0.041571,         0.041571,           5.4024,          0.16882
    5,   184,         0.085799,         0.085799,           8.7871,           0.2746
    5,   185,         0.062068,         0.062068,           6.5702,          0.20532
    5,   186,        0.0088908,        0.0088908,           2.5767,         0.080522
    5,   187,         0.010726,         0.010726,           2.9855,         0.093295
    5,   188,         0.055488,         0.055488,           6.9921,           0.2185
    5,   189,         0.014725,         0.014725,           2.8745,         0.089829
    5,   190,         0.064203,         0.064203,           7.2062,          0.22519
    5,   191,         0.018231,         0.018231,           3.6454,          0.11392
    5,   192,         0.025332,         0.025332,           5.0866,          0.15896
    5,   193,          0.01356,          0.01356,           3.5594,          0.11123
    5,   194,         0.011854,         0.011854,           3.0861,         0.096441
    5,   195,         0.015622,         0.015622,           3.4252,          0.10704
    5,   196,         0.025749,         0.025749,           4.8153,          0.15048
    5,   197,         0.027391,         0.027391,           4.5879,          0.14337
    5,   198,         0.040081,         0.040081,            5.441,          0.17003
    5,   199,         0.079518,         0.079518,           8.6103,          0.26907
    5,   200,         0.056011,         0.056011,           6.3189,          0.19746
    5,   201,          0.02381,          0.02381,            4.915,          0.15359
    5,   202,        0.0042043,        0.0042043,           1.8105,         0.056577
    5,   203,         0.036941,         0.036941,            6.133,          0.19165
    6,     1,        0.0085539,        0.0085539,           2.9397,         0.091864
    6,     2,         0.063365,         0.063365,           7.3436,          0.22949
    6,     3,         0.019658,         0.019658,           3.4475,          0.10773
    6,     4,         0.019369,         0.019369,            3.986,          0.12456
    6,     5,         0.045092,         0.045092,           5.1225,          0.16008
    6,     6,          0.02444,          0.02444,           4.7531,          0.14853
    6,     7,         0.019612,         0.019612,           4.4043,          0.13764
    6,     8,         0.040018,         0.040018,           6.1413,          0.19192
    6,     9,         0.019729,         0.019729,            4.035,          0.12609
    6,    10,         0.011892,         0.011892,           2.9181,         0.091192
    6,    11,         0.019595,         0.019595,           4.1392,          0.12935
    6,    12,         0.024509,         0.024509,           4.8279,          0.15087
    6,    13,         0.031317,         0.031317,           5.4298,          0.16968
    6,    14,         0.013969,         0.013969,           3.6664,          0.11458
    6,    15,         0.032464,         0.032464,           4.8497,          0.15155
    6,    16,         0.054529,         0.054529,           6.2765,          0.19614
    6,    17,         0.037623,         0.037623,           5.6948,          0.17796
    6,    18,         0.033171,         0.033171,           4.1433,          0.12948
    6,    19,         0.080818,         0.080818,           7.2735,           0.2273
    6,    20,         0.036421,         0.036421,           5.2782,          0.16494
    6,    21,         0.016967,         0.016967,           3.6929,           0.1154
    6,    22,        0.0064104,        0.0064104,           2.3573,         0.073666
    6,    23,          0.10865,          0.10865,           8.7002,          0.27188
    6,    24,         0.064951,         0.064951,           6.6798,          0.20874
    6,    25,         0.061884,         0.061884,            7.255,          0.22672
    6,    26,         0.022135,         0.022135,           4.6925,          0.14664
    6,    27,         0.047182,         0.047182,           6.5709,          0.20534
    6,    28,         0.017381,         0.017381,           3.8584,          0.12058
    6,    29,          0.01955,          0.01955,           4.1334,          0.12917
    6,    30,         0.011531,         0.011531,           2.7864,         0.087074
    6,    31,        0.0041736,        0.0041736,            1.911,         0.059719
    6,    32,         0.027844,         0.027844,           5.1319,          0.16037
    6,    33,         0.011596,         0.011596,           3.2003,          0.10001
    6,    34,         0.023216,         0.023216,            4.803,          0.15009
    6,    35,         0.020533,         0.020533,           4.2921,          0.13413
    6,    36,         0.024949,         0.024949,            4.634,          0.14481
    6,    37,         0.020351,         0.020351,           3.8499,          0.12031
    6,    38,        0.0092372,        0.0092372,           2.7455,         0.085796
    6,    39,         0.026046,         0.026046,           4.5344,           0.1417
    6,    40,        0.0097456,        0.0097456,           2.9411,         0.091909
    6,    41,         0.026462,         0.026462,           5.1989,          0.16246
    6,    42,         0.020268,         0.020268,           4.4021,          0.13756
    6,    43,        0.0088861,        0.0088861,           2.7138,         0.084807
    6,    44,         0.010597,         0.010597,           2.9328,          0.09165
    6,    45,        0.0096869,        0.0096869,           2.9731,         0.092911
    6,    46,         0.061501,         0.061501,           5.7111,          0.17847
    6,    47,         0.017942,         0.017942,           3.9142,          0.12232
    6,    48,         0.017193,         0.017193,           4.1606,          0.13002
    6,    49,         0.052166,         0.052166,           4.7642,          0.14888
    6,    50,        0.0090802,        0.0090802,           2.8448,         0.088899
    6,    51,         0.021184,         0.021184,           3.9346,          0.12296
    6,    52,         0.026728,         0.026728,            4.582,          0.14319
    6,    53,         0.013118,         0.013118,            3.314,          0.10356
    6,    54,         0.014466,         0.014466,           3.4536,          0.10793
    6,    55,        0.0070918,        0.0070918,           1.9983,         0.062446
    6,    56,         0.046773,         0.046773,           6.3332,          0.19791
    6,    57,         0.055852,         0.055852,           6.9177,          0.21618
    6,    58,         0.005898,         0.005898,           1.9658,         0.061433
    6,    59,          0.01241,          0.01241,           3.5328,           0.1104
    6,    60,         0.023283,         0.023283,           4.2472,          0.13272
    6,    61,         0.063887,         0.063887,           6.2852,          0.19641
    6,    62,        0.0026363,        0.0026363,           1.2221,         0.038189
    6,    63,         0.066445,         0.066445,           6.7944,          0.21232
    6,    64,         0.046811,         0.046811,           5.8394,          0.18248
    6,    65,         0.017359,         0.017359,           3.8455,          0.12017
    6,    66,        0.0071343,        0.0071343,           2.5577,         0.079929
    6,    67,        0.0079521,        0.0079521,            2.664,         0.083249
    6,    68,         0.020518,         0.020518,           3.5863,          0.11207
    6,    69,        0.0083952,        0.0083952,           2.4363,         0.076135
    6,    70,         0.022683,         0.022683,           4.6262,          0.14457
    6,    71,         0.011838,         0.011838,           3.3771,          0.10553
    6,    72,         0.059841,         0.059841,           7.0294,          0.21967
    6,    73,        0.0074275,        0.0074275,            2.246,         0.070188
    6,    74,         0.021777,         0.021777,            3.568,           0.1115
    6,    75,         0.014734,         0.014734,           3.2002,              0.1
    6,    76,         0.019882,         0.019882,           3.5901,          0.11219
    6,    77,         0.017559,         0.017559,           3.8525,          0.12039
    6,    78,         0.058655,         0.058655,           6.7418,          0.21068
    6,    79,           0.0111,           0.0111,           3.2379,          0.10118
    6,    80,        0.0099629,        0.0099629,           3.0327,         0.094772
    6,    81,         0.025146,         0.025146,           4.0119,          0.12537
    6,    82,         0.026454,         0.026454,           5.0425,          0.15758
    6,    83,         0.027316,         0.027316,           4.9025,           0.1532
    6,    84,         0.010763,         0.010763,            2.988,         0.093375
    6,    85,         0.022028,         0.022028,           4.4865,           0.1402
    6,    86,         0.011636,         0.011636,            3.059,         0.095593
    6,    87,         0.019437,         0.019437,           3.6101,          0.11282
    6,    88,         0.013562,         0.013562,           3.2974,          0.10304
    6,    89,         0.031072,         0.031072,           4.3049,          0.13453
    6,    90,         0.019623,         0.019623,           4.1333,          0.12916
    6,    91,         0.020825,         0.020825,           4.4384,           0.1387
    6,    92,         0.025075,         0.025075,           4.9248,           0.1539
    6,    93,         0.012445,         0.012445,           2.9967,         0.093647
    6,    94,         0.051049,         0.051049,           5.9904,           0.1872
    6,    95,        0.0048332,        0.0048332,           1.5741,          0.04919
    6,    96,         0.065401,         0.065401,           6.9582,          0.21744
    6,    97,         0.011997,         0.011997,           3.1112,         0.097224
    6,    98,         0.014274,         0.014274,           3.5736,          0.11167
    6,    99,         0.010199,         0.010199,           3.1417,         0.098178
    6,   100,         0.012853,         0.012853,           3.4362,          0.10738
    6,   101,         0.021585,         0.021585,           4.5811,          0.14316
    6,   102,         0.050499,         0.050499,           5.5967,           0.1749
    6,   103,         0.016231,         0.016231,           3.0824,         0.096326
    6,   104,         0.017761,         0.017761,           3.8002,          0.11876
    6,   105,         0.015392,         0.015392,           3.9634,          0.12386
    6,   106,         0.010207,         0.010207,           2.5291,         0.079034
    6,   107,        0.0098757,        0.0098757,           3.0365,         0.094891
    6,   108,        0.0091826,        0.0091826,           2.7753,         0.086727
    6,   109,         0.012025,         0.012025,           3.0485,         0.095266
    6,   110,         0.011446,         0.011446,           2.5037,         0.078241
    6,   111,        0.0086994,        0.0086994,           2.9268,         0.091464
    6,   112,         0.018511,         0.018511,           4.3179,          0.13493
    6,   113,         0.043836,         0.043836,           5.5887,          0.17465
    6,   114,         0.013939,         0.013939,           3.7311,           0.1166
    6,   115,         0.024892,         0.024892,           3.6828,          0.11509
    6,   116,         0.034246,         0.034246,           4.9469,          0.15459
    6,   117,         0.053708,         0.053708,           5.4325,          0.16977
    6,   118,         0.016414,         0.016414,           3.9245,          0.12264
    6,   119,          0.00901,          0.00901,           2.9465,          0.09208
    6,   120,        0.0018845,        0.0018845,           1.0556,         0.032986
    6,   121,         0.013628,         0.013628,           3.1125,         0.097265
    6,   122,        0.0093337,        0.0093337,           3.0526,         0.095393
    6,   123,         0.012442,         0.012442,           3.1905,         0.099704
    6,   124,        0.0077866,        0.0077866,           2.4554,          0.07673
    6,   125,        0.0074036,        0.0074036,           2.3464,         0.073325
    6,   126,         0.016329,         0.016329,           3.9439,          0.12325
    6,   127,        0.0031249,        0.0031249,           1.7211,         0.053786
    6,   128,        0.0093426,        0.0093426,           2.3356,         0.072988
    6,   129,         0.016566,         0.016566,           3.6059,          0.11268
    6,   130,         0.012466,         0.012466,           3.0236,         0.094487
    6,   131,         0.043191,         0.043191,           5.4538,          0.17043
    6,   132,         0.027982,         0.027982,           4.2693,          0.13341
    6,   133,          0.01646,          0.01646,           3.4466,          0.10771
    6,   134,         0.008432,         0.008432,           2.7451,         0.085784
    6,   135,        0.0049859,        0.0049859,            2.014,         0.062937
    6,   136,        0.0092185,        0.0092185,           2.6655,         0.083296
    6,   137,         0.075337,         0.075337,           6.6543,          0.20795
    6,   138,        0.0090383,        0.0090383,           2.4416,           0.0763
    6,   139,         0.018155,         0.018155,           3.7895,          0.11842
    6,   140,        0.0012684,        0.0012684,          0.95777,          0.02993
    6,   141,        0.0081728,        0.0081728,           2.7409,         0.085652
    6,   142,        0.0094361,        0.0094361,           3.0635,         0.095736
    6,   143,         0.023719,         0.023719,           3.6574,          0.11429
    6,   144,         0.016547,         0.016547,           2.7303,         0.085322
    6,   145,         0.010968,         0.010968,           2.9006,         0.090644
    6,   146,        0.0060337,        0.0060337,           1.8737,         0.058555
    6,   147,         0.031615,         0.031615,           4.2533,          0.13292
    6,   148,        0.0075662,        0.0075662,           2.3752,         0.074226
    6,   149,        0.0087937,        0.0087937,           2.9877,         0.093367
    6,   150,         0.010561,         0.010561,           2.5937,         0.081052
    6,   151,        0.0082634,        0.0082634,           2.5063,         0.078322
    6,   152,        0.0084274,        0.0084274,           2.8413,          0.08879
    6,   153,         0.014507,         0.014507,           3.0301,         0.094691
    6,   154,        0.0062374,        0.0062374,           2.3729,         0.074152
    6,   155,         0.013858,         0.013858,           3.0491,         0.095285
    6,   156,         0.015008,         0.015008,           2.8252,         0.088288
    6,   157,         0.026399,         0.026399,           4.6346,          0.14483
    6,   158,        0.0049094,        0.0049094,           2.1537,         0.067304
    6,   159,        0.0045676,        0.0045676,           1.6404,         0.051261
    6,   160,         0.055436,         0.055436,           4.9896,          0.15593
    6,   161,         0.032546,         0.032546,           3.6744,          0.11482
    6,   162,         0.032819,         0.032819,            5.412,          0.16912
    6,   163,         0.040541,         0.040541,           5.1318,          0.16037
    6,   164,        0.0097103,        0.0097103,           2.5857,         0.080803
    6,   165,         0.012948,         0.012948,           3.0753,         0.096103
    6,   166,        0.0039226,        0.0039226,           1.8836,         0.058863
    6,   167,        0.0075359,        0.0075359,             2.75,         0.085937
    6,   168,         0.022168,         0.022168,           3.7743,          0.11795
    6,   169,        0.0039974,        0.0039974,           1.7917,          0.05599
    6,   170,        0.0038502,        0.0038502,           1.6803,         0.052509
    6,   171,        0.0010944,        0.0010944,           1.0293,         0.032167
    6,   172,          0.10138,          0.10138,           8.6067,          0.26896
    6,   173,        0.0056758,        0.0056758,           2.3099,         0.072185
    6,   174,         0.014593,         0.014593,           3.3716,          0.10536
    6,   175,         0.009375,         0.009375,           2.7675,         0.086483
    6,   176,          0.02084,          0.02084,           4.5415,          0.14192
    6,   177,        0.0079549,        0.0079549,           2.5319,         0.079121
    6,   178,         0.014023,         0.014023,            3.489,          0.10903
    6,   179,        0.0036096,        0.0036096,           1.8359,         0.057372
    6,   180,         0.018898,         0.018898,            3.817,          0.11928
    6,   181,         0.042755,         0.042755,           4.6403,          0.14501
    6,   182,          0.03762,          0.03762,           4.6654,          0.14579
    6,   183,         0.011557,         0.011557,           3.1216,         0.097551
    6,   184,         0.012811,         0.012811,            3.246,          0.10144
    6,   185,         0.021331,         0.021331,            4.222,          0.13194
    6,   186,         0.012219,         0.012219,           3.3085,          0.10339
    6,   187,         0.025174,         0.025174,           4.4444,          0.13889
    6,   188,        0.0069903,        0.0069903,           2.4224,         0.075701
    6,   189,        0.0053831,        0.0053831,           1.9635,         0.061359
    6,   190,          0.01449,          0.01449,           3.4493,          0.10779
    6,   191,        0.0050901,        0.0050901,            2.009,          0.06278
    6,   192,         0.010917,         0.010917,           2.7059,          0.08456
    6,   193,         0.022713,         0.022713,           4.6771,          0.14616
    6,   194,         0.010752,         0.010752,            2.958,         0.092438
    6,   195,         0.031544,         0.031544,           5.4489,          0.17028
    6,   196,         0.016483,         0.016483,            3.563,          0.11134
    6,   197,          0.03213,          0.03213,           4.7927,          0.14977
    6,   198,         0.023675,         0.023675,           3.8122,          0.11913
    6,   199,           191.15,           191.15,           221.67,           6.9273
    6,   200,         0.011027,         0.011027,           3.3169,          0.10365
    6,   201,         0.018444,         0.018444,           4.1856,           0.1308
    6,   202,          0.03112,          0.03112,           5.3669,          0.16772
    6,   203,         0.041425,         0.041425,           6.4895,           0.2028
    7,     1,         0.043269,         0.043269,           5.9565,          0.18614
    7,     2,         0.027359,         0.027359,           4.5753,          0.14298
    7,     3,          0.01092,          0.01092,           3.0419,         0.095059
    7,     4,         0.049372,         0.049372,           5.7416,          0.17942
    7,     5,         0.043035,         0.043035,           6.0916,          0.19036
    7,     6,         0.025354,         0.025354,           3.9738,          0.12418
    7,     7,         0.024403,         0.024403,           4.9518,          0.15474
    7,     8,         0.076843,         0.076843,           8.6991,          0.27185
    7,     9,         0.075011,         0.075011,           8.4704,           0.2647
    7,    10,         0.026878,         0.026878,           4.7585,           0.1487
    7,    11,         0.024881,         0.024881,           5.0361,          0.15738
    7,    12,         0.047289,         0.047289,           6.7736,          0.21167
    7,    13,         0.027391,         0.027391,           5.1848,          0.16203
    7,    14,         0.020912,         0.020912,           3.7911,          0.11847
    7,    15,         0.028601,         0.028601,           4.1019,          0.12819
    7,    16,         0.018406,         0.018406,           3.4831,          0.10885
    7,    17,        0.0096652,        0.0096652,           3.0759,         0.096122
    7,    18,         0.037774,         0.037774,           5.4789,          0.17122
    7,    19,         0.015833,         0.015833,           3.3576,          0.10492
    7,    20,        0.0039691,        0.0039691,           1.6475,         0.051483
    7,    21,        0.0021557,        0.0021557,           1.4327,         0.044773
    7,    22,        0.0015774,        0.0015774,           1.0939,         0.034184
    7,    23,        0.0081405,        0.0081405,           2.6941,         0.084189
    7,    24,        0.0096746,        0.0096746,           2.6833,         0.083853
    7,    25,        0.0082391,        0.0082391,           2.0795,         0.064985
    7,    26,        0.0021016,        0.0021016,            1.163,         0.036344
    7,    27,         0.058621,         0.058621,           6.4478,          0.20149
